repository,stars,creation_date,last_update_date,primary_language,total_releases,accepted_pull_requests,total_issues,closed_issues,repository_age_days,days_since_last_update,closed_issues_ratio
freeCodeCamp/freeCodeCamp,426267,2014-12-24 17:49:19+00:00,2025-08-23 18:19:20+00:00,TypeScript,0,25732,19832,19639,3895,0,0.9902682533279549
codecrafters-io/build-your-own-x,413358,2018-05-09 12:03:18+00:00,2025-07-29 21:02:41+00:00,Markdown,0,142,824,595,2663,24,0.7220873786407767
sindresorhus/awesome,394310,2014-07-11 13:42:37+00:00,2025-07-18 18:37:33+00:00,N/A,0,679,354,340,4061,36,0.96045197740113
EbookFoundation/free-programming-books,365886,2013-10-11 06:50:37+00:00,2025-08-23 12:50:50+00:00,Python,0,6821,1181,1152,4334,0,0.9754445385266723
public-apis/public-apis,362603,2016-03-20 23:49:42+00:00,2025-05-20 15:56:34+00:00,Python,0,1872,712,704,3442,95,0.9887640449438202
kamranahmedse/developer-roadmap,334393,2017-03-15 13:45:52+00:00,2025-08-23 00:12:35+00:00,TypeScript,1,3694,2942,2693,3083,0,0.9153636981645139
jwasham/coding-interview-university,324722,2016-06-06 02:34:12+00:00,2024-12-05 23:47:30+00:00,N/A,0,415,516,453,3365,260,0.877906976744186
donnemartin/system-design-primer,317260,2017-02-26 16:15:28+00:00,2025-05-21 11:13:33+00:00,Python,0,200,339,91,3100,94,0.26843657817109146
996icu/996.ICU,274139,2019-03-26 07:31:14+00:00,2025-08-22 06:01:29+00:00,N/A,0,1071,0,0,2342,1,0.0
vinta/awesome-python,256382,2014-06-27 21:00:06+00:00,2025-07-17 16:35:51+00:00,Python,0,544,0,0,4074,37,0.0
awesome-selfhosted/awesome-selfhosted,243313,2015-06-01 02:33:17+00:00,2025-08-22 08:51:14+00:00,N/A,1,2394,806,806,3736,1,1.0
practical-tutorials/project-based-learning,240834,2017-04-12 05:07:46+00:00,2024-08-15 05:33:54+00:00,N/A,0,182,210,79,3055,373,0.3761904761904762
facebook/react,238348,2013-05-24 16:15:54+00:00,2025-08-23 00:37:40+00:00,JavaScript,105,12137,14001,13196,4474,0,0.9425041068495108
vuejs/vue,209292,2013-07-29 03:24:51+00:00,2024-10-10 07:24:15+00:00,TypeScript,249,1133,10028,9673,4408,317,0.9645991224571201
TheAlgorithms/Python,204308,2016-07-16 09:44:01+00:00,2025-08-23 03:48:54+00:00,Python,0,2977,1587,1511,3325,0,0.9521109010712036
torvalds/linux,200538,2011-09-04 22:48:12+00:00,2025-08-23 15:30:56+00:00,C,0,10,0,0,5101,0,0.0
trekhleb/javascript-algorithms,193061,2018-03-24 07:47:04+00:00,2025-02-12 16:19:59+00:00,JavaScript,0,302,366,229,2709,192,0.6256830601092896
tensorflow/tensorflow,191292,2015-11-07 01:19:20+00:00,2025-08-23 18:48:51+00:00,C++,219,36042,40742,39845,3577,0,0.9779834077855776
ossu/computer-science,190874,2014-05-04 00:18:39+00:00,2025-08-23 18:48:52+00:00,HTML,0,299,652,638,4129,0,0.9785276073619632
trimstray/the-book-of-secret-knowledge,183388,2018-06-23 10:43:14+00:00,2024-11-19 14:00:38+00:00,N/A,0,122,0,0,2618,277,0.0
getify/You-Dont-Know-JS,183008,2013-11-16 02:37:24+00:00,2025-05-20 14:22:36+00:00,N/A,0,368,944,863,4298,95,0.9141949152542372
CyC2018/CS-Notes,181536,2018-02-13 14:56:24+00:00,2024-08-21 09:40:10+00:00,N/A,0,374,571,448,2748,367,0.7845884413309983
ohmyzsh/ohmyzsh,180890,2009-08-28 18:15:37+00:00,2025-08-19 10:46:13+00:00,Shell,0,3377,4964,4824,5839,4,0.9717969379532635
Significant-Gravitas/AutoGPT,178016,2023-03-16 09:21:07+00:00,2025-08-23 20:11:37+00:00,Python,68,3199,3394,3232,891,0,0.9522687094873306
microsoft/vscode,176014,2015-09-03 20:23:38+00:00,2025-08-23 19:23:17+00:00,TypeScript,177,36281,205610,193474,3642,0,0.9409756334808618
twbs/bootstrap,172895,2011-07-29 21:19:00+00:00,2025-08-22 22:16:00+00:00,MDX,93,8974,22751,22346,5138,0,0.9821985846775966
flutter/flutter,172041,2015-03-06 22:54:58+00:00,2025-08-23 10:09:31+00:00,Dart,7,43862,108857,96954,3822,0,0.8906547121452916
jackfrued/Python-100-Days,171184,2018-03-01 16:05:52+00:00,2025-03-28 10:29:23+00:00,Jupyter Notebook,0,13,691,118,2732,148,0.170767004341534
github/gitignore,168836,2010-11-08 20:17:14+00:00,2025-08-22 23:36:39+00:00,N/A,0,1716,0,0,5402,0,0.0
jlevy/the-art-of-command-line,157866,2015-05-20 15:11:03+00:00,2024-06-25 18:13:44+00:00,N/A,0,317,258,136,3748,424,0.5271317829457365
AUTOMATIC1111/stable-diffusion-webui,155875,2022-08-22 14:05:26+00:00,2025-05-03 06:17:03+00:00,Python,27,1874,7830,5467,1097,112,0.6982120051085569
Snailclimb/JavaGuide,151385,2018-05-07 13:27:00+00:00,2025-08-20 02:17:55+00:00,Java,0,1180,1104,1032,2665,3,0.9347826086956522
ollama/ollama,150778,2023-06-26 19:39:32+00:00,2025-08-23 16:50:06+00:00,Go,143,2475,8021,6242,789,0,0.7782072060840294
avelino/awesome-go,150631,2014-07-06 13:42:15+00:00,2025-08-21 02:49:55+00:00,Go,0,3458,688,682,4066,2,0.9912790697674418
huggingface/transformers,148714,2018-10-29 13:56:00+00:00,2025-08-23 10:30:20+00:00,Python,224,16681,17823,16737,2490,0,0.939067497054368
airbnb/javascript,147295,2012-11-01 23:13:50+00:00,2024-12-09 06:56:18+00:00,JavaScript,0,810,1367,1269,4677,257,0.9283101682516459
massgravel/Microsoft-Activation-Scripts,145707,2020-01-12 23:03:34+00:00,2025-08-10 21:18:38+00:00,Batchfile,24,6,722,721,2049,12,0.9986149584487535
ytdl-org/youtube-dl,136963,2010-10-31 14:35:07+00:00,2025-05-04 11:53:05+00:00,Python,341,1642,26770,23125,5410,111,0.863840119536795
vercel/next.js,133949,2016-10-05 23:32:51+00:00,2025-08-23 12:12:01+00:00,JavaScript,1000,23663,23390,21069,3243,0,0.9007695596408721
f/awesome-chatgpt-prompts,133089,2022-12-05 13:54:13+00:00,2025-08-02 07:30:17+00:00,JavaScript,0,171,0,0,992,21,0.0
n8n-io/n8n,132088,2019-06-22 09:24:21+00:00,2025-08-23 12:31:53+00:00,TypeScript,382,10641,5192,4568,2254,0,0.8798151001540832
golang/go,129549,2014-08-19 04:33:40+00:00,2025-08-23 19:28:43+00:00,Go,0,1,67943,58770,4022,0,0.8649897708373195
yangshun/tech-interview-handbook,129084,2016-07-05 05:00:48+00:00,2025-07-10 00:25:52+00:00,TypeScript,0,481,115,74,3336,44,0.6434782608695652
labuladong/fucking-algorithm,128972,2020-02-19 09:01:23+00:00,2025-01-31 06:30:22+00:00,Markdown,1,238,920,916,2012,204,0.9956521739130435
Genymobile/scrcpy,126988,2017-11-21 18:00:27+00:00,2025-08-12 17:04:09+00:00,C,47,113,5626,3176,2832,11,0.5645218627799502
521xueweihan/HelloGitHub,126063,2016-05-04 06:24:11+00:00,2025-07-30 17:30:00+00:00,Python,57,16,2840,2651,3398,24,0.9334507042253521
Chalarangelo/30-seconds-of-code,125061,2017-11-29 17:35:03+00:00,2025-08-21 04:46:35+00:00,JavaScript,12,827,300,300,2824,2,1.0
facebook/react-native,123512,2015-01-09 18:10:16+00:00,2025-08-23 06:26:35+00:00,C++,410,930,27204,26549,3879,0,0.9759226584325834
yt-dlp/yt-dlp,123502,2020-10-26 04:22:55+00:00,2025-08-23 00:05:11+00:00,Python,118,2909,9780,8184,1762,0,0.8368098159509203
microsoft/PowerToys,122507,2019-05-01 17:44:02+00:00,2025-08-23 13:00:45+00:00,C#,117,5663,34579,27577,2306,0,0.7975071575233523
electron/electron,118001,2013-04-12 01:47:36+00:00,2025-08-23 01:14:39+00:00,C++,1000,23274,21050,20295,4516,0,0.9641330166270784
kubernetes/kubernetes,117032,2014-06-06 22:56:04+00:00,2025-08-21 14:01:22+00:00,Go,755,62232,47701,45786,4095,2,0.9598540911092011
krahets/hello-algo,115688,2022-11-04 11:08:34+00:00,2025-08-05 18:33:00+00:00,Java,9,945,270,258,1023,18,0.9555555555555556
justjavac/free-programming-books-zh_CN,115045,2013-11-04 01:59:19+00:00,2024-07-15 08:55:20+00:00,N/A,3,282,0,0,4310,404,0.0
langchain-ai/langchain,114076,2022-10-17 02:58:36+00:00,2025-08-22 23:21:29+00:00,Jupyter Notebook,948,14493,8645,8433,1041,0,0.9754771544245229
nodejs/node,112898,2014-11-26 19:57:11+00:00,2025-08-23 19:40:58+00:00,JavaScript,455,10769,19464,17743,3923,0,0.9115803534730785
langgenius/dify,111826,2023-04-12 07:40:24+00:00,2025-08-23 20:09:20+00:00,TypeScript,140,7076,12618,11926,864,0,0.9451577112062134
d3/d3,111337,2010-09-27 17:22:42+00:00,2025-07-27 11:30:40+00:00,Shell,194,493,2229,2220,5444,27,0.9959623149394348
ripienaar/free-for-dev,110712,2015-03-18 21:06:26+00:00,2025-08-23 13:16:24+00:00,HTML,0,2762,0,0,3810,0,0.0
mrdoob/three.js,108240,2010-03-23 18:58:01+00:00,2025-08-23 19:19:22+00:00,JavaScript,171,14406,13179,12729,5632,0,0.9658547689506032
open-webui/open-webui,107645,2023-10-06 22:08:27+00:00,2025-08-23 17:57:46+00:00,JavaScript,122,2516,6191,5983,686,0,0.9664028428363753
axios/axios,107450,2014-08-18 22:30:27+00:00,2025-08-21 15:41:06+00:00,JavaScript,97,1001,4844,4607,4022,2,0.9510734929810074
rust-lang/rust,105982,2010-06-16 20:39:03+00:00,2025-08-23 20:15:52+00:00,Rust,140,65684,59254,48623,5546,0,0.8205859520032402
excalidraw/excalidraw,105850,2020-01-02 01:04:43+00:00,2025-08-22 17:28:21+00:00,TypeScript,14,3702,4244,2405,2060,1,0.5666823751178134
microsoft/TypeScript,105688,2014-06-17 15:28:39+00:00,2025-08-22 21:17:19+00:00,TypeScript,212,14675,42458,36872,4085,0,0.8684346883979462
langflow-ai/langflow,104870,2023-02-08 22:28:03+00:00,2025-08-23 12:38:11+00:00,Python,262,4632,2701,2260,926,0,0.836727138097001
denoland/deno,103999,2018-05-15 01:34:26+00:00,2025-08-23 09:56:21+00:00,Rust,342,13347,13183,10913,2657,0,0.8278085413031935
goldbergyoni/nodebestpractices,103981,2017-09-15 08:33:19+00:00,2025-04-15 21:52:42+00:00,Dockerfile,0,765,328,285,2899,129,0.8689024390243902
facebook/create-react-app,103458,2016-07-17 14:55:11+00:00,2025-02-15 01:32:11+00:00,JavaScript,83,1949,8402,6567,3324,189,0.7815996191383004
GrowingGit/GitHub-Chinese-Top-Charts,101427,2019-09-05 03:01:56+00:00,2024-10-12 06:51:36+00:00,Java,0,0,340,161,2179,315,0.47352941176470587
godotengine/godot,100518,2014-01-04 16:05:36+00:00,2025-08-22 21:14:08+00:00,C++,61,38721,58142,46038,4249,0,0.7918200268308624
microsoft/terminal,99304,2017-08-11 18:38:22+00:00,2025-08-23 17:53:55+00:00,C++,136,4189,13462,11867,2934,0,0.8815183479423563
deepseek-ai/DeepSeek-V3,98903,2024-12-26 09:52:40+00:00,2025-06-27 08:46:37+00:00,Python,1,21,589,559,240,57,0.9490662139219015
angular/angular,98525,2014-09-18 16:12:01+00:00,2025-08-22 21:45:36+00:00,TypeScript,471,3894,29482,28136,3992,0,0.954345024082491
fatedier/frp,97751,2015-12-21 15:24:59+00:00,2025-08-15 08:11:06+00:00,Go,106,683,3905,3845,3533,8,0.9846350832266325
papers-we-love/papers-we-love,97419,2013-12-15 14:31:41+00:00,2025-05-04 18:45:38+00:00,Shell,0,437,246,245,4269,111,0.9959349593495935
Hack-with-Github/Awesome-Hacking,96695,2016-03-30 15:47:10+00:00,2025-01-18 01:48:02+00:00,N/A,0,34,0,0,3433,217,0.0
iptv-org/iptv,96475,2018-11-14 22:00:57+00:00,2025-08-23 16:49:03+00:00,TypeScript,0,6671,14869,14416,2473,0,0.9695339296522967
mui/material-ui,96445,2014-08-18 19:11:54+00:00,2025-08-23 16:58:14+00:00,TypeScript,547,20808,20167,18553,4023,0,0.9199682649873556
rustdesk/rustdesk,96223,2020-09-28 15:36:08+00:00,2025-08-23 14:47:02+00:00,Rust,31,3638,3595,3540,1790,0,0.9847009735744089
tauri-apps/tauri,95859,2019-07-13 09:09:37+00:00,2025-08-23 18:35:07+00:00,Rust,1000,5167,5774,4645,2233,0,0.8044683062002078
ant-design/ant-design,95751,2015-04-24 15:37:24+00:00,2025-08-23 09:28:57+00:00,TypeScript,714,15776,31628,30400,3774,0,0.9611736436069306
microsoft/generative-ai-for-beginners,95401,2023-06-19 16:28:59+00:00,2025-08-22 15:25:38+00:00,Jupyter Notebook,0,388,176,166,796,1,0.9431818181818182
nvbn/thefuck,93664,2015-04-08 15:08:04+00:00,2024-07-19 14:56:13+00:00,Python,17,481,760,472,3790,400,0.6210526315789474
ryanmcdermott/clean-code-javascript,93633,2016-11-25 22:25:41+00:00,2024-07-29 07:24:37+00:00,JavaScript,0,149,235,163,3192,390,0.6936170212765957
shadcn-ui/ui,93503,2023-01-04 12:43:27+00:00,2025-08-21 17:40:41+00:00,TypeScript,52,636,3349,2380,962,2,0.7106598984771574
Anduin2017/HowToCook,92756,2020-02-29 10:43:49+00:00,2025-08-01 16:17:17+00:00,Dockerfile,4,586,782,346,2002,22,0.4424552429667519
pytorch/pytorch,92624,2016-08-13 05:26:41+00:00,2025-08-23 19:21:28+00:00,Python,61,6193,53279,37752,3297,0,0.7085718575799095
iluwatar/java-design-patterns,92557,2014-08-09 16:45:18+00:00,2025-08-20 14:26:50+00:00,Java,0,1507,959,830,4032,3,0.8654848800834203
neovim/neovim,92177,2014-01-31 13:39:22+00:00,2025-08-23 19:03:13+00:00,Vim Script,45,16152,13128,11482,4222,0,0.8746191346739792
puppeteer/puppeteer,92150,2017-05-09 22:16:13+00:00,2025-08-22 13:11:03+00:00,TypeScript,560,5424,7221,6955,3027,1,0.9631629968148456
microsoft/Web-Dev-For-Beginners,91531,2020-11-10 02:44:00+00:00,2025-08-23 19:54:09+00:00,JavaScript,0,517,331,243,1747,0,0.7341389728096677
deepseek-ai/DeepSeek-R1,90968,2025-01-20 11:57:28+00:00,2025-06-27 08:35:54+00:00,N/A,1,9,631,592,215,57,0.9381933438985737
PanJiaChen/vue-element-admin,89803,2017-04-17 03:35:49+00:00,2024-10-24 11:25:46+00:00,Vue,49,311,3609,2357,3050,303,0.6530894984760321
tailwindlabs/tailwindcss,89745,2017-10-06 14:59:14+00:00,2025-08-23 11:18:43+00:00,TypeScript,290,3072,4544,4464,2878,0,0.9823943661971831
fastapi/fastapi,88691,2018-12-08 08:21:47+00:00,2025-08-20 09:12:14+00:00,Python,208,2738,3466,3417,2450,3,0.985862665897288
mtdvio/every-programmer-should-know,87914,2017-08-24 13:18:26+00:00,2024-08-06 12:01:28+00:00,N/A,0,99,52,23,2921,382,0.4423076923076923
storybookjs/storybook,87582,2016-03-18 04:23:44+00:00,2025-08-22 16:06:01+00:00,TypeScript,1000,11483,13696,11618,3445,1,0.8482768691588785
supabase/supabase,87549,2019-10-12 05:56:49+00:00,2025-08-23 16:48:30+00:00,TypeScript,22,12948,4663,4440,2142,0,0.9521767102723568
jaywcjlove/awesome-mac,87546,2016-07-17 15:33:47+00:00,2025-08-20 18:34:15+00:00,JavaScript,12,991,481,367,3324,3,0.762993762993763
openai/whisper,87104,2022-09-16 20:02:54+00:00,2025-08-18 15:03:07+00:00,Python,13,119,0,0,1072,5,0.0
nvm-sh/nvm,86528,2010-04-15 17:47:47+00:00,2025-07-03 22:16:48+00:00,Shell,70,729,2315,1999,5609,50,0.8634989200863931
comfyanonymous/ComfyUI,86386,2023-01-17 03:15:56+00:00,2025-08-23 17:56:21+00:00,Python,73,1210,6210,3677,949,0,0.592109500805153
ChatGPTNextWeb/NextChat,85602,2023-03-10 18:27:54+00:00,2025-08-10 09:21:12+00:00,TypeScript,77,889,3547,2888,897,13,0.8142091908655201
2dust/v2rayN,85420,2019-07-30 03:47:24+00:00,2025-08-23 08:38:51+00:00,C#,265,273,6024,6020,2216,0,0.99933598937583
ggml-org/llama.cpp,85384,2023-03-10 18:58:00+00:00,2025-08-23 19:37:06+00:00,C++,1000,5533,5720,5381,897,0,0.9407342657342658
bitcoin/bitcoin,85165,2010-12-19 15:16:43+00:00,2025-08-23 16:18:33+00:00,C++,56,15518,8687,8276,5361,0,0.9526879244848624
florinpop17/app-ideas,84968,2019-02-25 18:36:56+00:00,2024-08-16 09:41:10+00:00,N/A,0,149,170,44,2371,372,0.25882352941176473
django/django,84660,2012-04-28 02:47:18+00:00,2025-08-23 18:07:08+00:00,Python,0,9863,0,0,4865,0,0.0
sveltejs/svelte,83835,2016-11-20 18:13:05+00:00,2025-08-22 20:39:59+00:00,JavaScript,510,5991,8499,7685,3198,0,0.9042240263560419
gin-gonic/gin,83690,2014-06-16 23:57:25+00:00,2025-08-12 07:40:45+00:00,Go,27,1114,2348,1680,4085,11,0.7155025553662692
opencv/opencv,83656,2012-07-19 09:40:17+00:00,2025-08-20 12:10:03+00:00,C++,66,13085,11236,8632,4783,3,0.7682449270202919
gohugoio/hugo,83031,2013-07-04 15:26:26+00:00,2025-08-23 10:39:36+00:00,Go,337,2960,7800,7362,4433,0,0.9438461538461539
mermaid-js/mermaid,82341,2014-11-01 23:52:32+00:00,2025-08-22 13:49:33+00:00,TypeScript,164,2440,3371,2098,3947,1,0.6223672500741619
gothinkster/realworld,82254,2016-02-26 20:49:53+00:00,2025-08-20 14:15:33+00:00,TypeScript,0,433,542,503,3465,3,0.9280442804428044
animate-css/animate.css,82069,2011-10-12 10:07:38+00:00,2024-07-29 19:34:21+00:00,CSS,22,315,882,841,5064,390,0.953514739229025
